Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_PHONE	GAZE	STATE	111.367	114.866	3.499	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	3341	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	114.867	116.732	1.865	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	3446	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_PHONE	GAZE	STATE	116.733	118.166	1.433	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	3502	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	118.167	120.966	2.799	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	3545	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_PHONE	GAZE	STATE	120.967	135.399	14.432	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	3629	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	135.400	136.499	1.099	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4062	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_PHONE	GAZE	STATE	136.500	139.066	2.566	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4095	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	139.067	141.099	2.032	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4172	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_SCENE	GAZE	STATE	141.100	143.766	2.666	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4233	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	143.767	146.732	2.965	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4313	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_PHONE	GAZE	STATE	146.733	166.199	19.466	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4402	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_SCENE	GAZE	STATE	166.200	170.999	4.799	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	4986	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	171.000	172.532	1.532	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	5130	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_PHONE	GAZE	STATE	172.533	209.566	37.033	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	5176	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_SCENE	GAZE	STATE	209.567	210.499	0.932	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	6287	NA				
P009_R2_A	2026-08-19 11:17:27.696		Media file	player #1:实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P009/P009_R2_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	314.899	456.700|456.700	30.000|30.000	No focal subject	314.843	GAZE_HMI	GAZE	STATE	210.500	210.899	0.399	实验数据_校准版/P009/P009_R2_A_BASELINE_HMI_BORIS_SYNC.mp4	6315	NA				
