Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_PHONE	GAZE	STATE	85.400	96.099	10.699	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	2562	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_SCENE	GAZE	STATE	96.100	97.099	0.999	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	2883	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_PHONE	GAZE	STATE	97.100	102.966	5.866	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	2913	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_SCENE	GAZE	STATE	102.967	113.399	10.432	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	3089	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_HMI	GAZE	STATE	113.400	114.766	1.366	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	3402	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_PHONE	GAZE	STATE	114.767	121.332	6.565	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	3443	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_SCENE	GAZE	STATE	121.333	135.799	14.466	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	3640	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_HMI	GAZE	STATE	135.800	142.099	6.299	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4074	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_PHONE	GAZE	STATE	142.100	144.832	2.732	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4263	NA				
P010_R1_A	2026-08-19 11:30:08.118		Media file	player #1:实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P010/P010_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	298.732	471.400|471.400	30.000|30.000	No focal subject	298.695	GAZE_SCENE	GAZE	STATE	144.833	150.232	5.399	实验数据_校准版/P010/P010_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4345	NA				
