Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_PHONE	GAZE	STATE	116.100	135.832	19.732	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	3483	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_SCENE	GAZE	STATE	135.833	138.466	2.633	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4075	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_PHONE	GAZE	STATE	138.467	139.499	1.032	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4154	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_HMI	GAZE	STATE	139.500	140.299	0.799	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4185	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_PHONE	GAZE	STATE	140.300	152.932	12.632	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4209	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_HMI	GAZE	STATE	152.933	154.832	1.899	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4588	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_SCENE	GAZE	STATE	154.833	155.666	0.833	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4645	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_PHONE	GAZE	STATE	155.667	157.599	1.932	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4670	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_SCENE	GAZE	STATE	157.600	168.766	11.166	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4728	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_PHONE	GAZE	STATE	168.767	172.466	3.699	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	5063	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_SCENE	GAZE	STATE	172.467	178.099	5.632	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	5174	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_HMI	GAZE	STATE	178.100	180.599	2.499	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	5343	NA				
P043_R1_B	2026-08-19 08:57:51.763		Media file	player #1:实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P043/P043_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	328.367	485.300|485.300	30.000|30.000	No focal subject	328.314	GAZE_SCENE	GAZE	STATE	180.600	180.799	0.199	实验数据_校准版/P043/P043_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	5418	NA				
