Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_PHONE	GAZE	STATE	122.700	131.499	8.799	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	3681	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_HMI	GAZE	STATE	131.500	132.566	1.066	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	3945	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_SCENE	GAZE	STATE	132.567	133.499	0.932	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	3977	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_HMI	GAZE	STATE	133.500	134.899	1.399	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4005	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_SCENE	GAZE	STATE	134.900	135.666	0.766	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4047	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_HMI	GAZE	STATE	135.667	137.032	1.365	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4070	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_SCENE	GAZE	STATE	137.033	138.832	1.799	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4111	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_PHONE	GAZE	STATE	138.833	149.066	10.233	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4165	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_SCENE	GAZE	STATE	149.067	149.866	0.799	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4472	NA				
P018_R1_B	2026-08-19 16:51:16.592		Media file	player #1:实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P018/P018_R1_B_DYNAMIC_SCENE_BORIS_SYNC.mp4	0.0	312.932	480.033|480.033	30.000|30.000	No focal subject	312.873	GAZE_HMI	GAZE	STATE	149.867	153.999	4.132	实验数据_校准版/P018/P018_R1_B_DYNAMIC_HMI_BORIS_SYNC.mp4	4496	NA				
