Observation id	Observation date	Description	Observation type	Source	Time offset (s)	Coding duration	Media duration (s)	FPS (frame/s)	Subject	Observation duration by subject by observation	Behavior	Behavioral category	Behavior type	Start (s)	Stop (s)	Duration (s)	Media file name	Image index start	Image index stop	Image file path start	Image file path stop	Comment start	Comment stop
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_PHONE	GAZE	STATE	123.867	149.599	25.732	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	3716	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_SCENE	GAZE	STATE	149.600	152.566	2.966	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4488	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_PHONE	GAZE	STATE	152.567	155.666	3.099	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4577	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_SCENE	GAZE	STATE	155.667	156.432	0.765	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4670	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_HMI	GAZE	STATE	156.433	158.099	1.666	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4693	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_SCENE	GAZE	STATE	158.100	159.399	1.299	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4743	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_PHONE	GAZE	STATE	159.400	205.966	46.566	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	4782	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_SCENE	GAZE	STATE	205.967	207.932	1.965	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	6179	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_PHONE	GAZE	STATE	207.933	257.266	49.333	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	6238	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_SCENE	GAZE	STATE	257.267	258.766	1.499	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	7718	NA				
P005_R1_A	2026-08-15 22:37:38.134		Media file	player #1:实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4|player #2:实验数据_校准版/P005/P005_R1_A_BASELINE_SCENE_BORIS_SYNC.mp4	0.0	319.932	505.733|505.733	30.000|30.000	No focal subject	319.904	GAZE_PHONE	GAZE	STATE	258.767	274.966	16.199	实验数据_校准版/P005/P005_R1_A_BASELINE_HMI_BORIS_SYNC.mp4	7763	NA				
